"ArtistID","ArtistName","SoundCloudFollowers","SpotifyListenerFollowerRatio","SpotifyMonthlyListeners","SpotifyPopularity","YoutubeChannelViews"
"83609","Brother Dege",,"53437.666666667","160313","46",
"184366","Beatslingers",,"475.712166172","160315","40",
"469858","Moon Chew","21","22.168141593","160320","45",
"438347","Kerser","5868","1.304303612","160325","55","176413639"
"3885657","ONO1",,"2812.771929825","160328","42",
"658168","FIXL",,"88.88248337","160344","43",
"562015","La Inolvidable Banda Agua De La Llave",,"1.217820203","160365","52","43170364"
"3882728","Tapage HD",,"43.051812081","160368","49",
"214090","Endy Chow",,"4.354658267","160369","51","19549492"
"417249","Aura Vortex","72497","4.207114562","160371","47",
"845946","Oshima Brothers",,"49.392054204","160376","42",
"170096","Ramin Karimloo",,"5.370458427","160378","47",
"1727619","M4W",,"901","160378","43",
"476728","LeToya",,"0.3620914649","160379","42",
"920589","Matty","2832","7.855575689","160403","44",
"239086","Bob Village",,"603.060150376","160414","5",
"743465","Ben Botfield",,"59.546770601","160419","43",
"1340295","Macha Y El Bloque Depresivo",,"4.101030243","160420","52",
"3673","Hop Along",,"1.849022026","160423","47",
"616620","Orbit Culture","326","4.300034844","160430","52","4778255"
"436176","Valeria Lynch",,"1.064039049","160439","49","33166136"
"803917","Slim.",,"69.3366465","160445","45",
"390402","Tsar B","4236","4.806218734","160446","46","18321848"
"153303","Bodyjar",,"6.053346412","160450","44","852940"
"68605","Roisto","3284","47.194411765","160461","43",
"1084470","小潘潘",,"14.435228499","160462","46",
"1452180","Nahra",,"529.627062706","160477","44",
"163227","Battleme","592","10.704242263","160478","45",
"1388884","Wade",,"6.888106786","160486","46",
"135949","Uygar Doğanay",,"1.629622484","160495","51","134563192"
"202362","Lighter Shade Of Brown",,"3.587516203","160527","47","4878122"
"3580522","Flavio Apicella",,"853.877659574","160529","43",
"100236","Alex Velea",,"1.879601442","160533","49","1026768"
"308455","Gene Farris","23230","16.48747176","160555","44","531451"
"662885","Creed Fisher",,"7.518379771","160555","50","35938041"
"414364","O.G.","123059","7.649992854","160581","51",
"201408","Knox Fortune","9007","8.092677519","160583","56","788226"
"435822","Buddy Richard","38","3.412345941","160585","46","1660"
"61015","Marisol",,"2.899573884","160590","44",
"403406","Billie The Vision & The Dancers",,"6.889193943","160594","43","34991"
"870001","Machico",,"4.911612686","160595","49",
"189201","Temur",,"66.748545303","160597","44",
"466323","Matt Papa",,"11.192556973","160602","48","1476936"
"3763237","Stephen Sanchez","668","24.121658156","160602","43","94588"
"132871","Thierry Hazard","20","12.259216854","160608","42","1919462"
"35511","Teejay","24606","5.746064682","160614","46",
"549679","Dole & Kom","11711","8.808489635","160614","44","4253323"
"505436","Banda Pachuco",,"4.489644185","160626","46","3751441"
"801649","lofi.samurai","5516","6.440795541","160627","51","10920"
"1432920","Sin Davis","3360","9.615467497","160636","56",
"140585","Charly Lownoise",,"18.813678417","160650","44",
"3549635","Ivana Santacruz",,"11.377549575","160651","43","11988403"
"98738","Blue Shade",,"5.449592944","160654","45",
"769057","Max Wassen","211","33.936839882","160657","43",
"295185","Lao Che",,"2.00320373","160695","49","206262"
"602764","Master HP","623","208.976592978","160703","43",
"1364335","DENNIS.",,"340.504237288","160718","44",
"1616464","CAPTOWN",,"16.806546063","160721","51",
"1249","Dub Pistols","19239","3.29870503","160736","45","2118604"
"1145939","Ohash",,"7.876084081","160743","51",
"194006","Beats Antique","105376","0.9994590898","160753","48","11450114"
"4108164","TUULI",,"1657.371134021","160765","47",
"132071","Helldorado",,"44.731496939","160765","43",
"86798","Irwin Kostal",,"132.318518519","160767","46",
"652545","Jayla Darden","7027","7.33267959","160769","46",
"140215","Nightstop","3610","8.257048945","160773","47",
"406523","Nation of Language","451","11.133854996","160784","46","326214"
"640016","Dimitri Stöckl",,"101.700189753","160788","43",
"187280","Sleepy Times",,"49.750618812","160794","67",
"94832","Simina Grigoriu","28914","12.883502924","160799","43",
"235115","Atta Boy","48528","8.016601027","160805","46","354137"
"46004","Cappadonna",,"1.692348979","160807","60","2801294"
"485447","Airmow","5047","81.963812436","160813","44","17845"
"140232","Jonathan Coulton","2497","1.853596127","160818","49","8279130"
"1219032","Ali Quli Mirza",,"924.252873563","160820","43",
"836493","Paula Rivas",,"50.196317104","160829","46",
"424658","Marsimoto",,"0.7980281634","160833","50","202610391"
"484384","Denis Sulta","54964","3.053998633","160848","44","419752"
"91376","Bayerisches Staatsorchester",,"0","160860","52",
"563328","Tomoya Ohtani",,"66.671363448","160878","52",
"905946","2K",,"3.910699528","160894","48","40147086"
"7085","Yukno","282","12.702060472","160897","45","1151388"
"3620907","Chad Bogus",,"1228.229007634","160898","40",
"206986","Federico Albanese","3236","5.556234677","160903","50","1144841"
"1133957","johto",,"109.316576087","160914","44",
"217447","Snook",,"6.032388664","160920","46",
"1098725","Loginhdi",,"6.855207668","160926","48","398472396"
"452629","Major7","125728","3.567454336","160935","44",
"360720","Rimski",,"6.677343069","160944","51",
"1141354","Olivia Addams",,"20.183596689","160944","47","14317076"
"1132","Ayub Ogada",,"6.335458983","160946","45","213319"
"488747","The Waifs","68","2.008435238","160956","48","843063"
"127231","Dang3r","67521","5.6543366","160962","44","37389708"
"500460","Chitra Singh",,"2.114968203","160966","45","1452693"
"799930","Amarion","23135","5.578230585","160971","50","27725676"
"206333","Salomón Beda","692","14.548395843","160978","44","1185533"
"744941","Jay Wile","2144","9.920502866","160980","45",
"807487","HGZ",,"81.75825292","160982","44",
"745022","Jack Trades",,"84.373165618","160984","44",
"4209552","De Nachtbrakers",,"3220.08","161004","45",
"133203","Satyricon","883","0.9117049167","161008","48","15064470"
"108112","Crvvcks","6108","50.775149795","161008","42",
"257954","Nico de Andrea","2825","31.156540248","161017","44",
"3967595","Noguera DJ",,"3927.243902439","161017","44",
"208628","Hooss",,"0.4196229169","161024","51","152904550"
"804368","Once Monsters",,"23.408198866","161025","47",
"179142","Evelyn Evelyn",,"4.914817641","161034","48","1885772"
"425349","Tamas",,"16.83866583","161045","48",
"233688","Larry Lovestein & The Velvet Revival","454","4.444978057","161046","46",
"324334","Leño",,"2.113191456","161059","46",
"1104481","Ayla Schafer","6617","8.48945926","161079","48","14312036"
"162271","RIRI",,"2.442360469","161081","47","20633915"
"380471","Grupo Sem Abuso","38","25.935759137","161087","43","6024306"
"1466981","Revelle",,"24.719656284","161098","48","352126"
"402850","Doro","188","1.334288554","161102","48","1122168"
"666792","Nineb Youk",,"9.927660361","161116","57",
"30875","Hubert Wu",,"3.461819432","161120","50",
"312224","Mantovani",,"2.761950467","161146","51",
"445681","Karriem Riggins","9","5.244231833","161150","49","37283"
"312457","Utopia",,"6.572657939","161155","46",
"1696631","Khasa Aala Chahar",,"13.573991409","161164","49",
"130277","Joelma",,"1.809970352","161167","48","201427138"
"240890","Gemello","376","2.330229599","161168","50","8328537"
"214859","Separ",,"1.529407857","161169","61","237093278"
"1128429","Bandolero",,"79.591604938","161173","42",
"708163","Bent Åserud",,"2984.981481481","161189","48",
"4080849","J ALV",,"26865","161190","44",
"1130923","YONGZOO",,"30.244090056","161201","47",
"11320","Helge Schneider",,"3.136328262","161201","48","14955606"
"117395","Ki:Theory","24739","7.365912726","161203","44","7416739"
"211061","Martin Luke Brown","2687","8.828696605","161212","43","1086953"
"230985","Bicho de Pé","2118","2.574768818","161214","45","2044061"
"487610","La Goony Chonga","12404","5.761829878","161216","48","4553755"
"341243","John Park",,"3.231558691","161216","45",
"654045","JRL",,"27.66306399","161248","44",
"435474","The Bakucakar",,"674.694560669","161252","42",
"291697","1986 Omega Tribe",,"7.507984543","161264","46","2214322"
"634607","Samira Koppikar",,"441.821917808","161265","43",
"150196","The Original",,"91.524404086","161266","41",
"313444","Caspar Babypants",,"6.783217666","161271","56","31460491"
"792212","Mery Spolsky",,"4.920760359","161273","49",
"621918","Harlem Jazz Guitar Quartet",,"49.14290067","161287","48",
"210062","Anne Linnet",,"3.917087624","161290","48","1590"
"94115","Between You & Me","412","5.505000171","161291","46",
"1033531","Yorghaki",,"53.26651255","161291","45",
"562653","Vague003","42732","6.196504034","161295","46",
"11966","Manuel de Falla",,"7332.136363636","161307","45",
"210537","Leroy Hutson",,"6.957515635","161310","42",
"190359","Garfunkel and Oates",,"2.162152019","161316","46","81987866"
"809172","DC Young Fly","19808","4.264597817","161334","47","42648511"
"450243","Tom Cruise",,"39.895647873","161338","39","109916"
"330080","All Too Much",,"174.431351351","161349","12",
"1039324","Rozh",,"13.990288737","161350","51",
"78223","Sophie Milman",,"3.066284064","161354","45","555114"
"3540402","YUKI",,"1.416637401","161355","51",
"40739","Les Poppys",,"23.183477011","161357","43","297712"
"1566880","Jerry Velázquez",,"86.893914917","161362","44",
"872483","Marcos Brunet",,"105.973079448","161397","49",
"658387","Mairee","6928","22.36978517","161398","43",
"319405","Josef Krips",,"193.295808383","161402","47",
"321234","Jessita Reyes","255","23.02639087","161415","55","1481751"
"2025","Nephew",,"2.382799699","161418","50",
"564275","Hugo Pena & Gabriel",,"0.2738919532","161430","43","33859"
"3708","Jackie Evancho","2006","1.981210344","161431","47","86340090"
"203523","The Lady Of Rage","2","7.417034179","161454","43",
"4035838","NNAVY",,"85.887234043","161468","44",
"140872","Felipão","29","2.339834524","161479","43","426652"
"380402","NMR Digital","18","76.136256483","161485","42",
"453893","Karunya",,"5.157713191","161488","44",
"1390053","Miles & Miles",,"420.541666667","161488","44",
"96647","Calm Shores",,"29.426020408","161490","47",
"601676","DJ Stijco",,"167.351295337","161494","44",
"1106149","Elizabeth Norberg-Schulz",,"761.877358491","161518","43",
"1429617","Thomaz",,"38.997102849","161526","43","120270265"
"878820","MAGNUS",,"72.632194245","161534","45",
"103181","Knox Hamilton","2652","5.881275713","161541","44","3747998"
"114573","Sanseverino",,"5.326354314","161543","44","3950036"
"12228","T.O.K",,"3.032494228","161544","45",
"741634","Zamdane","3589","3.040174623","161564","49","9345162"
"1448312","push baby","4253","9.39372093","161572","46","370338970"
"213063","Mohican Sun","8554","12.81332276","161576","46",
"1709139","Lucas Hype",,"2.222116786","161579","53",
"650133","Cledos","248","7.269210005","161580","53","829"
"527832","Churupaca","1374","2.847952907","161590","48",
"923899","Jayda",,"23.364661654","161590","43",
"722677","Young Slash",,"3.297190312","161592","46","3111872"
"1118708","Ryan Elder",,"90.024512535","161594","53",
"64745","S. P. Sailaja",,"2.583003005","161603","43",
"470042","Incredible Bongo Band",,"6.485072231","161608","42","987140"
"185562","Hundredth",,"2.610213838","161614","49",
"3650842","RadioClub",,"212.673684211","161632","43",
"183032","XINDL X","137","1.432818885","161632","50","159387258"
"745236","Jimmy Smash","110","118.23847842","161632","44","35587"
"3370695","Ben Chandler",,"101.150187735","161638","43",
"215007","Klahr","9970","18.402550091","161648","43",
"12454","QB Finest","98","81.971602434","161648","7",
"1423891","Moha",,"2046.291139241","161657","44",
"208428","The Color Morale","830","1.3399753","161664","46","362922"
"208498","Hidden Orchestra","20","2.430141146","161670","46",
"101591","Sam Hulick","0","16.06059402","161682","50","450260"
"781502","Windows 96","8559","5.260859662","161682","50",
"299105","Albin de la Simone",,"6.722506341","161683","44","3600249"
"825131","Rojuu","5731","3.809711162","161707","57","10402377"
"3532790","Donovan's Playground",,"662.758196721","161713","42",
"735743","Jades Goudreault",,"16.055798253","161714","44","907907"
"273612","Roland Pöntinen",,"13.235963333","161717","44","194612"
"173273","Hidden Spheres","9709","5.93246515","161719","44",
"199288","DJ Okawari","17248","1.393089725","161721","51","1960026"
"479274","Atahualpa Yupanqui",,"1.426459693","161732","48","3313727"
"43284","Luisito Muñoz",,"2.005020765","161735","45","48188999"
"80930","Tata Vega",,"26.193036437","161742","42",
"1346179","MiłyPan",,"5.930082493","161743","50",
"211469","The Almost",,"2.589396341","161757","44","9583436"
"195950","Dmac","1780","28.167682396","161767","42","419659604"
"172627","Natalia Nykiel","311","2.118173129","161767","47","144407116"
"483349","Hubert von Goisern","136","3.089606967","161778","45","15323535"
"103843","Volumia!",,"4.567633191","161781","44","369541"
"156692","Molly Nilsson","4406","2.344064211","161792","49","10815361"
"323540","Calyx & TeeBee","72493","3.974429515","161803","45",
"206988","David Darling",,"14.077518705","161807","48",
"1362390","Sgt.Elias",,"306.454545455","161808","44",
"745708","AMY MIYÚ",,"296.897247706","161809","43",
"4078141","EarKid",,"53.865845539","161813","48",
"1146866","Nito","3330","1.985899072","161819","54",
"824141","Cyranek","12699","5.906280793","161838","47","189136711"
"210926","Rayy Dubb","46282","2.355979329","161844","48","24010836"
"1399773","LORD$OFDOGTOWN","1532","18.36885711","161848","46",
"665935","Candace",,"44.058791508","161872","48",
"787584","Dutchkid","230","54.706319703","161876","43","60600"
"325996","Natasha Midori","13","9.614301835","161876","49","2150486"
"1092894","Zuukou mayzie","4628","8.077740632","161886","50",
"3443819","Nice Pajamas",,"2943.545454545","161895","43",
"208089","Kay Starr",,"5.113258796","161896","50","599863"
"473546","Walter Murphy",,"19.515308582","161899","43",
"313417","Extra Terra","49805","8.444427059","161905","48","5773926"
"896292","Seycara Orchestral","4954","9.636055232","161905","49","15259873"
"150019","Jonathan Bree","3469","2.793337244","161913","46",
"186168","Uma Neha",,"663.602459016","161919","43",
"211403","New Beat Fund","1917","14.239887443","161936","45","508186"
"3600494","Vincenzo Cairo",,"6.669892916","161945","48",
"17693","Alessandra Celletti","954","60.678531285","161951","51","506790"
"446130","Lash","70945","67.201244813","161955","43",
"526648","Elijah the Boy","54496","7.624111472","161959","43","6203005"
"666617","Andrew Foy","477","4.084894953","161962","50","301345230"
"216358","Grease Live Cast",,"11.33587626","161967","44","27106"
"239954","Gary Stewart",,"5.257196638","161990","46",
"212533","Colin James",,"7.662598742","161995","45","620738"
"808778","Mister Cumbia","89","38.297399527","161998","41","32685108"
"524720","ICYTWAT","84996","2.328040351","162006","50",
"110022","Los Originales Pasteles Verdes Del Peru",,"12.451541004","162007","43",
"1635121","Andrez Babii","35","73.213737009","162022","56","8864802"
"4076317","Mike Morato",,"19.319661381","162034","53",
"1713680","Alma De La Selva",,"417.618556701","162036","41",
"4434","Fortunate Youth","10823","2.26442516","162040","50","9850088"
"753393","Kira Kosarin","2406","2.578149362","162047","48","9296249"
"262356","Pala Ancha",,"1.592258191","162068","47",
"504434","Die Sterne","243","6.471034455","162080","44","956431"
"1667641","Nick Klyne",,"243.010494753","162088","43",
"1384736","DJ Stephan",,"7.118889718","162090","51",
"1697961","Nadine Gaertner",,"2657.327868852","162097","44",
"1614545","Betzabeth",,"14.103880285","162110","45","88087150"
"479387","The Mills","95","1.605406208","162138","47","25316971"
"1624355","Jullian",,"46.063352273","162143","46",
"30573","Broery Marantika",,"1.33555162","162156","50",
"111100","Christian Tetzlaff",,"29.822177271","162173","43","176351"
"654613","Jacin Trill","8573","1.639078671","162177","51","5664345"
"494533","Mi Casa","15144","2.351798144","162180","47","16075960"
"168791","Bird Of Pray","22389","21.984817677","162182","49",
"783854","Ronen",,"12.102298164","162195","50",
"9160","Natalia Przybysz",,"2.643045689","162209","49","28101986"
"400351","Lupo",,"34.483630952","162211","47",
"773432","Niiko x SWAE","19364","29.95217873","162221","42","268035"
"189800","Simon Preston","89","41.068607595","162221","49","64544"
"1359464","Eye's Berg","6","2.333692978","162222","56",
"831690","Night Grind","11421","38.598620033","162230","49",
"205117","BLOW","5084","6.611826555","162241","47","17204623"
"379665","Vanessa Wagner",,"50.514321295","162252","44",
"747589","GRANT",,"28.110533611","162254","45","291203"
"445166","Bob Baldwin","344","3.033314015","162255","47","1014641"
"817522","Wake Me",,"37.061443582","162255","43",
"622745","Porca Véia",,"2.376389438","162267","52","13606910"
"212334","Tom & Jame","29315","3.07535298","162271","43",
"131674","Junior Kelly","3596","1.938028472","162275","44",
"70707","Artem Pivovarov","3017","12.630243599","162286","47",
"1091456","Andy Stringer",,"229.553041018","162294","52",
"1595523","Jung",,"13.469748527","162297","51",
"1648586","Adam Whitehead",,"58.961496549","162321","47",
"1252","Bloodstone",,"1.267103291","162321","44",
"2274","The Zen Circus",,"1.544720089","162330","51","33638860"
"1124050","Deathpact","12919","10.572126343","162335","45","589679"
"312487","Innertier",,"9.13750985","162337","45","10095152"
"46801","Matt Winson","168","67.673197165","162348","43","22325"
"569912","Eylem",,"3.125153988","162358","43",
"209231","Felon","15895","32.531556802","162365","43",
"847664","Kylie Morgan",,"31.490496509","162365","44","709323"
"209697","Couros","5580","14.364472753","162376","44","551703"
"1414701","The Country Gentlemen",,"33.118294921","162379","45",
"3498921","El Memer",,"66.67816092","162428","45",
"1453693","Vipin Patwa",,"2137.289473684","162434","42",
"1659908","dad sports","296","26.817896649","162436","43","75916"
"309995","Ephrem J",,"8.990314368","162437","46",
"601052","Tay Kewei",,"49.421661089","162449","45","3195319"
"401941","Will Atkinson","29554","9.093143017","162449","46",
"314182","Tha Eastsidaz",,"0.5140562503","162450","52",
"208486","Robert Ellis",,"5.972024116","162451","42","17746"
"1015669","Facu Y La Fuerza",,"6.257212187","162456","48",
"156470","Tracy Huang",,"9.748814881","162464","46",
"473566","3T",,"2.740175409","162465","44","1069463"
"781872","Bandingo YGNE","22113","5.047187102","162474","46","36115"
"213289","Le Click",,"18.182184423","162476","43","1009200"
"324340","Nanci Griffith",,"2.820018397","162481","47","1123949"
"241427","Godblesscomputers","3666","10.807196063","162497","43","484820"
"4599","Sissel","2293","4.032708773","162498","51","31271536"
"1376613","Deety",,"179.3598234","162500","45",
"183949","Madhu Balakrishnan",,"1.321457905","162501","44",
"1361025","Homie Valdes",,"348.729613734","162508","44",
"1473868","Sean Kennedy",,"79.311371401","162509","43",
"256881","CRUCIFIX",,"6.86507266","162510","54","39464924"
"1475356","Bravo the Bagchaser","39427","5.946105155","162513","54","53389710"
"381183","Ekko",,"239.34904271","162518","43",
"256019","Richie Hawtin","402935","0.7797709576","162530","44","18662061"
"112619","Nazar",,"1.147936015","162542","50","47096984"
"136992","William Pint & Felicia Dale",,"566.411149826","162560","41",
"731068","Skullwell","13776","20.754244861","162568","46",
"3982596","Ernesto Iglesias",,"20321.5","162572","45",
"1692859","NickyDiesel",,"1153.028368794","162577","42",
"2402","the GazettE",,"0.7822093711","162583","54","47886279"
"778223","Drips Zacheer","1224","130.904186795","162583","43",
"44402","Julia Holter","13681","1.71277044","162607","45",
"1381873","Hardest Bars","67","15.803906326","162638","48","1948431840"
"1657303","NЮ",,"4.023724704","162647","49",
"39630","Magic Sam",,"3.279173387","162647","43",
"4212469","HIMATE",,"2140.118421053","162649","42",
"77651","Scott Stevens","52","110.205284553","162663","44","599711"
"91991","GULEED","502","18.192931439","162663","54",
"150708","Manel Navarro",,"15.298128468","162665","44","5948685"
"440373","William Burke",,"3461","162667","40",
"85480","Joan Dausà",,"6.179297246","162670","49","15748873"
"612078","Angie K","513","32.576892271","162689","44","3592596"
"484850","Mohan",,"244.280780781","162691","45",
"119610","Blank Banshee","47642","1.739019828","162694","49","17665370"
"214377","Carl Nielsen",,"19.172048079","162694","43",
"602810","Deejay Biene",,"1712.6","162697","41",
"434763","Flor Amargo","566","2.014910217","162704","45","67345533"
"654013","COTIS","1930","18.821283979","162710","47","287031"
"472008","Leaves' Eyes","235","1.288399715","162712","47","249296"
"435524","Doums",,"1.965278197","162727","58","12111679"
"148755","Groove Riders","285","2.427305679","162729","44",
"254768","Julia Wieniawa",,"5.696146712","162756","46",
"4007413","Troy Fuentes",,"18085.333333333","162768","43",
"621445","Bilo 503",,"61.892015209","162776","41",
"1368596","ASH ISLAND","28","3.417007788","162776","55",
"1438355","Jazz Morning Playlist","59006","8.076655917","162785","60",
"208484","Josiah and the Bonnevilles","2230","14.450776742","162788","43","2191157"
"312974","Mal Blum","1210","4.442985808","162791","47","213982"
"298779","AKTHESAVIOR","40294","3.56353567","162793","52",
"3433341","Tom Isara",,"49.54230067","162796","45",
"484079","Fernando Mendes",,"1.281787618","162796","47","4651825"
"210383","Paula Lima",,"3.730078358","162803","43",
"18818","JUSTHIS","33295","4.422917063","162812","55","148805"
"809523","Smooth Dinner Jazz",,"24.168769482","162825","53",
"1153978","nân",,"73.017488789","162829","45",
"266467","Feuerherz",,"3.324499796","162834","48","9612976"
"3615303","Yawn Shop",,"1850.454545455","162840","40",
"42887","Little Joy",,"1.555933499","162844","46",
"774151","Dan Salvato",,"5.622527529","162879","51","2080602"
"206629","Darius","92794","61.955116014","162880","42",
"734440","Pizarro Luna",,"4790.588235294","162880","44",
"737258","NICECNX","120","3.961187714","162888","48","131897280"
"821765","YUMDDA","25504","9.272898047","162897","51",
"144097","MKDMSK","127","8.33807647","162901","52","12227347"
"82595","Jason Stephenson",,"6.016472152","162902","49","522622168"
"154556","Tchê Barbaridade","436","2.75514104","162917","47",
"213440","Marcapasos","53550","16.506889564","162923","43","346495"
"3926507","MARI",,"1180.623188406","162926","45",
"612750","Carla Wehbe",,"127.78745098","162929","44",
"308924","Alex To",,"10.973866774","162929","46","209721"
"3438486","Meryem Aboulouafa",,"38.665638348","162937","44","1666361"
"1563503","Rami",,"20.301146275","162937","54",
"3688864","Arya Shae",,"16293.8","162938","41",
"413508","Marcos Almeida",,"1.050379376","162938","52","241622"
"261603","Haiyti",,"2.688190847","162942","55","14751884"
"636159","Fenris","16342","74.787976136","162963","44",
"6923","Ömer Faruk Bostan",,"6.111873687","162967","42",
"152359","Eleine","23","5.92299026","162977","46","7143432"
"734441","Kike Nieto",,"211.387808042","162980","44",
"1147266","Nico Moreno",,"10.473139699","162983","47",
"870433","Or Bareket","17","226.381944444","162995","42","20720"
"3438488","Gustav Scheringer Duo",,"714.978070175","163015","43",
"469173","androp",,"1.286401944","163018","47","52084348"
"1623332","DJ Brenin","27259","28.879539415","163025","46",
"1017450","Muazzam",,"11644.928571429","163029","42",
"664549","Chris Cronauer",,"94.296124928","163038","49",
"160431","Super Potro",,"6.22385097","163040","45","13738"
"53943","Earth & Fire",,"9.209444193","163044","44",
"308307","Yara",,"1.051136913","163045","45","445599343"
"4196590","Sir baconpie",,"1811.622222222","163046","53",
"117149","Hot 8 Brass Band",,"2.848860777","163046","44","277552"
"470852","Rings of Saturn","1414","1.022583032","163057","51","14730907"
"471420","The Flashbulb","8793","3.844110228","163071","46",
"710798","Damien Sorbonne",,"142.307155323","163084","45",
"1126620","KozyPop","18129","6.861127472","163089","48","20100118"
"189153","DJ BLACKOUT",,"274.569023569","163094","42",
"206282","Ghostpoet","313307","1.652549242","163100","47","7146396"
"731586","Stephen Stanley",,"17.151314406","163109","43","173625"
"289426","Black Sun Empire","109022","1.827699031","163113","47","16856429"
"312101","Susan Sarandon",,"33.702479339","163120","46",
"318183","Krayzie Bone","1695","0.7583645197","163128","61","1981068"
"1415042","Kaam Bhaari",,"1.759629801","163130","47",
"343156","Nan Quan Mama",,"10.894223706","163141","45",
"1527344","Club 57 Cast",,"6.190604485","163141","50",
"467848","Son Volt",,"2.595948827","163145","45",
"70091","The Originals",,"2.366796263","163148","43",
"213073","Band Aid 20",,"33.811438044","163174","32","33216"
"144204","Lootpack",,"4.499090157","163182","44",
"773599","MRK",,"264.058252427","163188","41",
"1704439","Chico da Tina",,"6.754511589","163189","54",
"69646","Tito Rodriguez",,"3.127412092","163204","46",
"317023","Kay Johannsen",,"419.586118252","163219","49",
"33111","Beamic",,"0","163221","46",
"1776572","NAP A LEAN",,"4.371137057","163227","46",
"207244","Jane XØ","25584","3.395976784","163248","44",
"188436","Tina Cousins",,"11.660024284","163252","47",
"424990","Grace Davidson",,"90.045780474","163253","55",
"33776","Anne Clark","2046","5.45540816","163264","45","10281593"
"899850","Kofi","2606","12.993871866","163268","49","8458123"
"880017","Green Cookie","6990","30.483756535","163271","46","38573853"
"181626","Severina","1231","4.085161742","163288","50","763520240"
"61838","DJ Sliink","9471","16.81536402","163294","43","9545"
"857835","Guus Dielissen",,"40.472118959","163305","46",
"3947319","Ondreaz",,"2.738083662","163313","45",
"1417181","Yannek Maunz",,"113.810452962","163318","44",
"438625","Swoope","4693","2.98252374","163323","48","91759891"
"95201","Mr. Hurley & Die Pulveraffen",,"5.416954099","163332","48","5456871"
"425502","Prague Symphony Orchestra","12","68.340167364","163333","51","2"
"1096741","HuskyMe",,"315.941972921","163342","42",
"106691","Lil Reese","26376","0.6495434879","163342","59","37164297"
"206439","Michael Woods",,"7.715520499","163353","42","5821431"
"1721563","Next Habit",,"168.413402062","163361","44",
"5813","Javier Limón",,"9.526386378","163368","45",
"525351","Mr Jukes","15437","3.415166907","163385","47","799095"
"3580783","Toby Schay",,"294.389189189","163386","42",
"122184","Sidney Polak","5","11.784565453","163393","44","585596"
"73415","Cumbia Juan","114","4.160089618","163400","50",
"415575","I'm Blue",,"8.486030328","163407","44",
"172070","Johan Gielen","3922","24.657362704","163429","37","52193"
"312978","Elise Lieberth","55","16.887476751","163437","44","3374314"
"49626","gugudan",,"0.4051616646","163441","46","49620981"
"629138","Banda Zirahuen","93","3.738290184","163453","46","0"
"334641","Phil Perry",,"3.002755378","163467","46","45932"
"37436","Kazik",,"1.761966867","163470","49",
"420352","Holy Hive",,"17.507871907","163471","44",
"718626","Junior Vianna",,"0.9380257284","163481","47","67360972"
"418102","KANDYTOWN","11379","4.648053905","163486","48","10580976"
"3652226","Uwe Jockel",,"13626.5","163518","40",
"146706","CharlestheFirst","59063","3.249612496","163527","49",
"318532","Maldy","286","9.700373643","163558","47","67896819"
"207334","Andy Andy",,"1.830628554","163563","43","446860034"
"517217","Michel Piquemal Vocal Ensemble",,"6058","163566","45",
"515088","Haggard",,"1.362112468","163572","49","36317894"
"310682","Lyube",,"1.790984639","163576","51","180659002"
"295670","Musica Antiqua Köln",,"10.02180838","163596","50","1058654"
"435274","Toni Garrido",,"47.530796049","163601","47",
"521675","Ollie Joseph","1828","28.217488789","163605","46","130478"
"4171256","Welisson",,"16.212445501","163616","50",
"320101","Eddie Henderson",,"16.822640345","163617","41",
"957893","William Ogmundson",,"156.124045802","163618","44",
"33705","Gidi Gov",,"1.710018603","163618","53","197"
"1698964","Vina Anais",,"2597.444444444","163639","43",
"1468746","KAYLER",,"12.784609375","163643","48",
"653902","Chule Von Wernich","3","4.724514248","163643","46","7323953"
"176717","Klubbheads","4121","16.727616517","163663","44",
"310688","Morten Lauridsen",,"11.707460124","163682","45","1974"
"167082","LeKtriQue","32206","12.171313852","163692","44",
"1372429","Mel Blue",,"182.488294314","163692","43",
"550342","Metth",,"3.345213038","163698","52",
"311290","Love and Death",,"3.656800768","163704","52","8448659"
"207769","Frank Pole","5165","24.023477623","163720","43","238583"
"316945","Group Home",,"2.316248143","163724","46",
"1174295","Cemetery Drive","6229","12.273313343","163726","48",
"490233","Lazy Weekends",,"54.508322237","163743","42",
"3580693","Raimu",,"44.899917741","163750","51",
"1088255","XanMan","38394","4.723758978","163768","49","21214164"
"109090","Fun Boy Three",,"2.586370815","163769","43",
"67829","Bill Justis",,"138.554145516","163771","45",
"214868","Viva Suecia",,"3.078170814","163771","51","1755507"
"1143","Blue States","899","6.11047683","163773","44",
"754623","Lauren Auder","5305","30.745447719","163781","41","189760"
"127115","Ironik","1692","4.409735871","163782","45","23637300"
"197012","ChuChu TV",,"7.747315643","163786","53",
"1640951","Julia Beautx",,"2.939448323","163789","50","394882096"
"809235","Gvllow","11542","12.495422643","163790","47",
"3703915","Lily Valley",,"1099.288590604","163794","44",
"652774","2Ton",,"3.378245715","163801","53",
"239153","Ty Burhoe",,"13.755415617","163827","47","289901"
"35500","Room 39",,"0.3249195778","163829","47",
"133963","Plura",,"22.803201113","163841","48",
"906857","Felipe e Matheus",,"360.894273128","163846","42",
"520334","FAKY",,"3.953241489","163850","47","17848625"
"483158","Demob Happy","1601","6.318180066","163862","44","1482988"
"309615","WZRD",,"1.866705399","163865","46",
"103388","Clout","1010","12.442824601","163872","43",
